#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-6780b-3p	0.00	hsa-mir-6780b	0.00	0	0
hsa-miR-6781-3p	0.00	hsa-mir-6781	0.00	0	0
hsa-miR-6781-5p	0.00	hsa-mir-6781	0.00	0	0
hsa-miR-6782-3p	0.00	hsa-mir-6782	0.00	0	0
hsa-miR-6782-5p	0.00	hsa-mir-6782	0.00	0	0
hsa-miR-6783-5p	0.00	hsa-mir-6783	0.00	0	0
hsa-miR-6783-3p	0.00	hsa-mir-6783	0.00	0	0
hsa-miR-6784-5p	0.00	hsa-mir-6784	0.00	0	0
hsa-miR-6784-3p	0.00	hsa-mir-6784	0.00	0	0
hsa-miR-6785-5p	0.00	hsa-mir-6785	0.00	0	0
hsa-miR-6785-3p	0.00	hsa-mir-6785	0.00	0	0
hsa-miR-6786-3p	0.00	hsa-mir-6786	0.00	0	0
hsa-miR-6786-5p	0.00	hsa-mir-6786	0.00	0	0
hsa-miR-6787-3p	0.00	hsa-mir-6787	0.00	0	0
hsa-miR-6787-5p	0.00	hsa-mir-6787	0.00	0	0
hsa-miR-6788-3p	0.00	hsa-mir-6788	0.00	0	0
hsa-miR-6788-5p	0.00	hsa-mir-6788	0.00	0	0
hsa-miR-6789-3p	0.00	hsa-mir-6789	0.00	0	0
hsa-miR-6789-5p	0.00	hsa-mir-6789	0.00	0	0
hsa-miR-6790-3p	0.00	hsa-mir-6790	0.00	0	0
hsa-miR-6790-5p	0.00	hsa-mir-6790	0.00	0	0
hsa-miR-6791-3p	0.00	hsa-mir-6791	0.00	0	0
hsa-miR-6791-5p	0.00	hsa-mir-6791	0.00	0	0
hsa-miR-6792-3p	0.00	hsa-mir-6792	0.00	0	0
hsa-miR-6792-5p	0.00	hsa-mir-6792	0.00	0	0
hsa-miR-6793-3p	0.00	hsa-mir-6793	0.00	0	0
hsa-miR-6793-5p	0.00	hsa-mir-6793	0.00	0	0
hsa-miR-6794-5p	0.00	hsa-mir-6794	0.00	0	0
hsa-miR-6794-3p	0.00	hsa-mir-6794	0.00	0	0
hsa-miR-6795-3p	0.00	hsa-mir-6795	0.00	0	0
hsa-miR-6795-5p	0.00	hsa-mir-6795	0.00	0	0
hsa-miR-6796-5p	0.00	hsa-mir-6796	0.00	0	0
hsa-miR-6796-3p	0.00	hsa-mir-6796	0.00	0	0
hsa-miR-6797-5p	0.00	hsa-mir-6797	0.00	0	0
hsa-miR-6797-3p	0.00	hsa-mir-6797	0.00	0	0
hsa-miR-6798-5p	0.00	hsa-mir-6798	0.00	0	0
hsa-miR-6798-3p	0.00	hsa-mir-6798	0.00	0	0
hsa-miR-6799-5p	0.00	hsa-mir-6799	0.00	0	0
hsa-miR-6799-3p	0.00	hsa-mir-6799	0.00	0	0
hsa-miR-6800-3p	0.00	hsa-mir-6800	0.00	0	0
hsa-miR-6800-5p	0.00	hsa-mir-6800	0.00	0	0
hsa-miR-6801-5p	0.00	hsa-mir-6801	0.00	0	0
hsa-miR-6801-3p	0.00	hsa-mir-6801	0.00	0	0
hsa-miR-6802-3p	0.00	hsa-mir-6802	0.00	0	0
hsa-miR-6802-5p	0.00	hsa-mir-6802	0.00	0	0
hsa-miR-6803-3p	0.00	hsa-mir-6803	0.00	0	0
hsa-miR-6803-5p	0.00	hsa-mir-6803	0.00	0	0
hsa-miR-6804-3p	0.00	hsa-mir-6804	0.00	0	0
hsa-miR-6804-5p	0.00	hsa-mir-6804	0.00	0	0
hsa-miR-6805-3p	0.00	hsa-mir-6805	0.00	0	0
hsa-miR-6805-5p	0.00	hsa-mir-6805	0.00	0	0
hsa-miR-6806-5p	0.00	hsa-mir-6806	0.00	0	0
hsa-miR-6806-3p	0.00	hsa-mir-6806	0.00	0	0
hsa-miR-6807-5p	0.00	hsa-mir-6807	0.00	0	0
hsa-miR-6807-3p	0.00	hsa-mir-6807	0.00	0	0
hsa-miR-6808-3p	0.00	hsa-mir-6808	0.00	0	0
hsa-miR-6808-5p	0.00	hsa-mir-6808	0.00	0	0
hsa-miR-6809-3p	0.00	hsa-mir-6809	0.00	0	0
hsa-miR-6809-5p	0.00	hsa-mir-6809	0.00	0	0
hsa-miR-6810-5p	0.00	hsa-mir-6810	0.00	0	0
hsa-miR-6810-3p	0.00	hsa-mir-6810	0.00	0	0
hsa-miR-6811-5p	0.00	hsa-mir-6811	0.00	0	0
hsa-miR-6811-3p	0.00	hsa-mir-6811	0.00	0	0
hsa-miR-6812-3p	0.00	hsa-mir-6812	0.00	0	0
hsa-miR-6812-5p	0.00	hsa-mir-6812	0.00	0	0
hsa-miR-6813-3p	0.00	hsa-mir-6813	0.00	0	0
hsa-miR-6813-5p	0.00	hsa-mir-6813	0.00	0	0
hsa-miR-6814-5p	0.00	hsa-mir-6814	0.00	0	0
hsa-miR-6814-3p	0.00	hsa-mir-6814	0.00	0	0
hsa-miR-6815-5p	0.00	hsa-mir-6815	0.00	0	0
hsa-miR-6815-3p	0.00	hsa-mir-6815	0.00	0	0
hsa-miR-6816-5p	0.00	hsa-mir-6816	0.00	0	0
hsa-miR-6816-3p	0.00	hsa-mir-6816	0.00	0	0
hsa-miR-6817-3p	0.00	hsa-mir-6817	0.00	0	0
hsa-miR-6817-5p	0.00	hsa-mir-6817	0.00	0	0
hsa-miR-6818-3p	0.00	hsa-mir-6818	0.00	0	0
hsa-miR-6818-5p	0.00	hsa-mir-6818	0.00	0	0
hsa-miR-6819-5p	0.00	hsa-mir-6819	0.00	0	0
hsa-miR-6819-3p	0.00	hsa-mir-6819	0.00	0	0
hsa-miR-6820-5p	0.00	hsa-mir-6820	0.00	0	0
hsa-miR-6820-3p	0.00	hsa-mir-6820	0.00	0	0
hsa-miR-6821-3p	0.00	hsa-mir-6821	0.00	0	0
hsa-miR-6821-5p	0.00	hsa-mir-6821	0.00	0	0
hsa-miR-6822-3p	0.00	hsa-mir-6822	0.00	0	0
hsa-miR-6822-5p	0.00	hsa-mir-6822	0.00	0	0
hsa-miR-6823-3p	0.00	hsa-mir-6823	0.00	0	0
hsa-miR-6823-5p	0.00	hsa-mir-6823	0.00	0	0
hsa-miR-6824-5p	0.00	hsa-mir-6824	0.00	0	0
hsa-miR-6824-3p	0.00	hsa-mir-6824	0.00	0	0
hsa-miR-6825-3p	0.00	hsa-mir-6825	0.00	0	0
hsa-miR-6825-5p	0.00	hsa-mir-6825	0.00	0	0
hsa-miR-6826-3p	0.00	hsa-mir-6826	0.00	0	0
hsa-miR-6826-5p	0.00	hsa-mir-6826	0.00	0	0
hsa-miR-6827-3p	0.00	hsa-mir-6827	0.00	0	0
hsa-miR-6827-5p	0.00	hsa-mir-6827	0.00	0	0
hsa-miR-6828-5p	0.00	hsa-mir-6828	0.00	0	0
hsa-miR-6828-3p	0.00	hsa-mir-6828	0.00	0	0
hsa-miR-6829-3p	0.00	hsa-mir-6829	0.00	0	0
hsa-miR-6829-5p	0.00	hsa-mir-6829	0.00	0	0
hsa-miR-6830-5p	0.00	hsa-mir-6830	0.00	0	0
hsa-miR-6830-3p	0.00	hsa-mir-6830	0.00	0	0
hsa-miR-6831-3p	0.00	hsa-mir-6831	0.00	0	0
hsa-miR-6831-5p	0.00	hsa-mir-6831	0.00	0	0
hsa-miR-6832-5p	0.00	hsa-mir-6832	0.00	0	0
hsa-miR-6832-3p	0.00	hsa-mir-6832	0.00	0	0
hsa-miR-6833-3p	0.00	hsa-mir-6833	0.00	0	0
hsa-miR-6833-5p	0.00	hsa-mir-6833	0.00	0	0
hsa-miR-6834-3p	0.00	hsa-mir-6834	0.00	0	0
hsa-miR-6834-5p	0.00	hsa-mir-6834	0.00	0	0
hsa-miR-6835-3p	0.00	hsa-mir-6835	0.00	0	0
hsa-miR-6835-5p	0.00	hsa-mir-6835	0.00	0	0
hsa-miR-6836-3p	0.00	hsa-mir-6836	0.00	0	0
hsa-miR-6836-5p	0.00	hsa-mir-6836	0.00	0	0
hsa-miR-6837-3p	0.00	hsa-mir-6837	0.00	0	0
hsa-miR-6837-5p	0.00	hsa-mir-6837	0.00	0	0
hsa-miR-6838-5p	0.00	hsa-mir-6838	0.00	0	0
hsa-miR-6838-3p	0.00	hsa-mir-6838	0.00	0	0
hsa-miR-6839-3p	0.00	hsa-mir-6839	0.00	0	0
hsa-miR-6839-5p	0.00	hsa-mir-6839	0.00	0	0
hsa-miR-6840-3p	0.00	hsa-mir-6840	0.00	0	0
hsa-miR-6840-5p	0.00	hsa-mir-6840	0.00	0	0
hsa-miR-6841-3p	0.00	hsa-mir-6841	0.00	0	0
hsa-miR-6841-5p	0.00	hsa-mir-6841	0.00	0	0
hsa-miR-6842-5p	0.00	hsa-mir-6842	0.00	0	0
hsa-miR-6842-3p	0.00	hsa-mir-6842	0.00	0	0
hsa-miR-6843-3p	0.00	hsa-mir-6843	0.00	0	0
hsa-miR-6844	0.00	hsa-mir-6844	0.00	0	0
hsa-miR-6845-5p	0.00	hsa-mir-6845	0.00	0	0
hsa-miR-6845-3p	0.00	hsa-mir-6845	0.00	0	0
hsa-miR-6846-5p	0.00	hsa-mir-6846	0.00	0	0
hsa-miR-6846-3p	0.00	hsa-mir-6846	0.00	0	0
hsa-miR-6847-5p	0.00	hsa-mir-6847	0.00	0	0
hsa-miR-6847-3p	0.00	hsa-mir-6847	0.00	0	0
hsa-miR-6848-5p	0.00	hsa-mir-6848	0.00	0	0
hsa-miR-6848-3p	0.00	hsa-mir-6848	0.00	0	0
hsa-miR-6849-3p	0.00	hsa-mir-6849	0.00	0	0
hsa-miR-6849-5p	0.00	hsa-mir-6849	0.00	0	0
hsa-miR-6850-5p	0.00	hsa-mir-6850	0.00	0	0
hsa-miR-6850-3p	0.00	hsa-mir-6850	0.00	0	0
hsa-miR-6851-3p	0.00	hsa-mir-6851	0.00	0	0
hsa-miR-6851-5p	0.00	hsa-mir-6851	0.00	0	0
hsa-miR-6852-3p	0.00	hsa-mir-6852	0.00	0	0
hsa-miR-6852-5p	0.00	hsa-mir-6852	0.00	0	0
hsa-miR-6853-5p	0.00	hsa-mir-6853	0.00	0	0
hsa-miR-6853-3p	0.00	hsa-mir-6853	0.00	0	0
hsa-miR-6854-5p	0.00	hsa-mir-6854	0.00	0	0
hsa-miR-6854-3p	0.00	hsa-mir-6854	0.00	0	0
hsa-miR-6855-3p	0.00	hsa-mir-6855	0.00	0	0
hsa-miR-6855-5p	0.00	hsa-mir-6855	0.00	0	0
hsa-miR-6856-3p	0.00	hsa-mir-6856	0.00	0	0
hsa-miR-6856-5p	0.00	hsa-mir-6856	0.00	0	0
hsa-miR-6857-3p	0.00	hsa-mir-6857	0.00	0	0
hsa-miR-6857-5p	0.00	hsa-mir-6857	0.00	0	0
hsa-miR-6858-5p	0.00	hsa-mir-6858	0.00	0	0
hsa-miR-6858-3p	0.00	hsa-mir-6858	0.00	0	0
hsa-miR-6859-3p	0.00	hsa-mir-6859-1	0.00	0	0
hsa-miR-6859-5p	0.00	hsa-mir-6859-1	0.00	0	0
hsa-miR-6859-3p	0.00	hsa-mir-6859-2	0.00	0	0
hsa-miR-6859-5p	0.00	hsa-mir-6859-2	0.00	0	0
hsa-miR-6859-3p	0.00	hsa-mir-6859-3	0.00	0	0
hsa-miR-6859-5p	0.00	hsa-mir-6859-3	0.00	0	0
hsa-miR-6859-3p	0.00	hsa-mir-6859-4	0.00	0	0
hsa-miR-6859-5p	0.00	hsa-mir-6859-4	0.00	0	0
hsa-miR-6860	0.00	hsa-mir-6860	0.00	0	0
hsa-miR-6861-3p	0.00	hsa-mir-6861	0.00	0	0
hsa-miR-6861-5p	0.00	hsa-mir-6861	0.00	0	0
hsa-miR-6862-3p	0.00	hsa-mir-6862-1	0.00	0	0
hsa-miR-6862-5p	0.00	hsa-mir-6862-1	0.00	0	0
hsa-miR-6862-3p	0.00	hsa-mir-6862-2	0.00	0	0
hsa-miR-6862-5p	0.00	hsa-mir-6862-2	0.00	0	0
hsa-miR-6863	0.00	hsa-mir-6863	0.00	0	0
hsa-miR-6864-5p	0.00	hsa-mir-6864	0.00	0	0
hsa-miR-6864-3p	0.00	hsa-mir-6864	0.00	0	0
hsa-miR-6865-3p	0.00	hsa-mir-6865	0.00	0	0
hsa-miR-6865-5p	0.00	hsa-mir-6865	0.00	0	0
hsa-miR-6866-3p	0.00	hsa-mir-6866	0.00	0	0
hsa-miR-6866-5p	0.00	hsa-mir-6866	0.00	0	0
hsa-miR-6867-3p	0.00	hsa-mir-6867	0.00	0	0
hsa-miR-6867-5p	0.00	hsa-mir-6867	0.00	0	0
hsa-miR-6868-3p	0.00	hsa-mir-6868	0.00	0	0
hsa-miR-6868-5p	0.00	hsa-mir-6868	0.00	0	0
hsa-miR-6869-3p	0.00	hsa-mir-6869	0.00	0	0
hsa-miR-6869-5p	0.00	hsa-mir-6869	0.00	0	0
hsa-miR-6870-5p	0.00	hsa-mir-6870	0.00	0	0
hsa-miR-6870-3p	0.00	hsa-mir-6870	0.00	0	0
hsa-miR-6871-5p	0.00	hsa-mir-6871	0.00	0	0
hsa-miR-6871-3p	0.00	hsa-mir-6871	0.00	0	0
hsa-miR-6872-3p	0.00	hsa-mir-6872	0.00	0	0
hsa-miR-6872-5p	0.00	hsa-mir-6872	0.00	0	0
hsa-miR-6873-5p	0.00	hsa-mir-6873	0.00	0	0
hsa-miR-6873-3p	0.00	hsa-mir-6873	0.00	0	0
hsa-miR-6874-3p	0.00	hsa-mir-6874	0.00	0	0
hsa-miR-6874-5p	0.00	hsa-mir-6874	0.00	0	0
hsa-miR-6875-3p	0.00	hsa-mir-6875	0.00	0	0
hsa-miR-6875-5p	0.00	hsa-mir-6875	0.00	0	0
hsa-miR-6876-5p	0.00	hsa-mir-6876	0.00	0	0
hsa-miR-6876-3p	0.00	hsa-mir-6876	0.00	0	0
hsa-miR-6877-5p	0.00	hsa-mir-6877	0.00	0	0
hsa-miR-6877-3p	0.00	hsa-mir-6877	0.00	0	0
hsa-miR-6878-3p	0.00	hsa-mir-6878	0.00	0	0
hsa-miR-6878-5p	0.00	hsa-mir-6878	0.00	0	0
hsa-miR-6879-3p	0.00	hsa-mir-6879	0.00	0	0
hsa-miR-6879-5p	0.00	hsa-mir-6879	0.00	0	0
hsa-miR-6880-5p	0.00	hsa-mir-6880	0.00	0	0
hsa-miR-6880-3p	0.00	hsa-mir-6880	0.00	0	0
hsa-miR-6881-3p	0.00	hsa-mir-6881	0.00	0	0
hsa-miR-6881-5p	0.00	hsa-mir-6881	0.00	0	0
hsa-miR-6882-3p	0.00	hsa-mir-6882	0.00	0	0
hsa-miR-6882-5p	0.00	hsa-mir-6882	0.00	0	0
hsa-miR-6883-5p	0.00	hsa-mir-6883	0.00	0	0
hsa-miR-6883-3p	0.00	hsa-mir-6883	0.00	0	0
hsa-miR-6884-3p	0.00	hsa-mir-6884	0.00	0	0
hsa-miR-6884-5p	0.00	hsa-mir-6884	0.00	0	0
hsa-miR-6885-3p	0.00	hsa-mir-6885	0.00	0	0
hsa-miR-6885-5p	0.00	hsa-mir-6885	0.00	0	0
hsa-miR-6886-3p	0.00	hsa-mir-6886	0.00	0	0
hsa-miR-6886-5p	0.00	hsa-mir-6886	0.00	0	0
hsa-miR-6887-3p	0.00	hsa-mir-6887	0.00	0	0
hsa-miR-6887-5p	0.00	hsa-mir-6887	0.00	0	0
hsa-miR-6888-3p	0.00	hsa-mir-6888	0.00	0	0
hsa-miR-6888-5p	0.00	hsa-mir-6888	0.00	0	0
hsa-miR-6889-5p	0.00	hsa-mir-6889	0.00	0	0
hsa-miR-6889-3p	0.00	hsa-mir-6889	0.00	0	0
hsa-miR-6890-3p	0.00	hsa-mir-6890	0.00	0	0
hsa-miR-6890-5p	0.00	hsa-mir-6890	0.00	0	0
hsa-miR-6891-5p	0.00	hsa-mir-6891	0.00	0	0
hsa-miR-6891-3p	0.00	hsa-mir-6891	0.00	0	0
hsa-miR-6892-5p	0.00	hsa-mir-6892	0.00	0	0
hsa-miR-6892-3p	0.00	hsa-mir-6892	0.00	0	0
hsa-miR-6893-5p	0.00	hsa-mir-6893	0.00	0	0
hsa-miR-6893-3p	0.00	hsa-mir-6893	0.00	0	0
hsa-miR-6894-3p	0.00	hsa-mir-6894	0.00	0	0
hsa-miR-6894-5p	0.00	hsa-mir-6894	0.00	0	0
hsa-miR-6895-3p	0.00	hsa-mir-6895	0.00	0	0
hsa-miR-6895-5p	0.00	hsa-mir-6895	0.00	0	0
hsa-miR-7-1-3p	0.00	hsa-mir-7-1	0.00	0	0
hsa-miR-7-5p	70.00	hsa-mir-7-1	70.00	70.00	2284.37
hsa-miR-7-5p	70.00	hsa-mir-7-2	70.00	70.00	2284.37
hsa-miR-7-2-3p	0.00	hsa-mir-7-2	0.00	0	0
hsa-miR-7-5p	69.00	hsa-mir-7-3	69.00	69.00	2251.74
hsa-miR-708-5p	0.00	hsa-mir-708	0.00	0	0
hsa-miR-708-3p	0.00	hsa-mir-708	0.00	0	0
hsa-miR-7106-5p	0.00	hsa-mir-7106	0.00	0	0
hsa-miR-7106-3p	0.00	hsa-mir-7106	0.00	0	0
hsa-miR-7107-5p	0.00	hsa-mir-7107	0.00	0	0
hsa-miR-7107-3p	0.00	hsa-mir-7107	0.00	0	0
hsa-miR-7108-5p	0.00	hsa-mir-7108	0.00	0	0
hsa-miR-7108-3p	0.00	hsa-mir-7108	0.00	0	0
hsa-miR-7109-5p	0.00	hsa-mir-7109	0.00	0	0
hsa-miR-7109-3p	0.00	hsa-mir-7109	0.00	0	0
hsa-miR-711	0.00	hsa-mir-711	0.00	0	0
hsa-miR-7110-3p	0.00	hsa-mir-7110	0.00	0	0
hsa-miR-7110-5p	0.00	hsa-mir-7110	0.00	0	0
hsa-miR-7111-5p	0.00	hsa-mir-7111	0.00	0	0
hsa-miR-7111-3p	0.00	hsa-mir-7111	0.00	0	0
hsa-miR-7112-3p	0.00	hsa-mir-7112	0.00	0	0
hsa-miR-7112-5p	0.00	hsa-mir-7112	0.00	0	0
hsa-miR-7113-5p	0.00	hsa-mir-7113	0.00	0	0
hsa-miR-7113-3p	0.00	hsa-mir-7113	0.00	0	0
hsa-miR-7114-5p	0.00	hsa-mir-7114	0.00	0	0
hsa-miR-7114-3p	0.00	hsa-mir-7114	0.00	0	0
hsa-miR-7150	0.00	hsa-mir-7150	0.00	0	0
hsa-miR-7151-5p	0.00	hsa-mir-7151	0.00	0	0
hsa-miR-7151-3p	0.00	hsa-mir-7151	0.00	0	0
hsa-miR-7152-5p	0.00	hsa-mir-7152	0.00	0	0
hsa-miR-7152-3p	0.00	hsa-mir-7152	0.00	0	0
hsa-miR-7153-5p	0.00	hsa-mir-7153	0.00	0	0
hsa-miR-7153-3p	0.00	hsa-mir-7153	0.00	0	0
hsa-miR-7154-3p	0.00	hsa-mir-7154	0.00	0	0
hsa-miR-7154-5p	0.00	hsa-mir-7154	0.00	0	0
hsa-miR-7155-3p	0.00	hsa-mir-7155	0.00	0	0
hsa-miR-7155-5p	0.00	hsa-mir-7155	0.00	0	0
hsa-miR-7156-3p	0.00	hsa-mir-7156	0.00	0	0
hsa-miR-7156-5p	0.00	hsa-mir-7156	0.00	0	0
hsa-miR-7157-5p	0.00	hsa-mir-7157	0.00	0	0
hsa-miR-7157-3p	0.00	hsa-mir-7157	0.00	0	0
hsa-miR-7158-5p	0.00	hsa-mir-7158	0.00	0	0
hsa-miR-7158-3p	0.00	hsa-mir-7158	0.00	0	0
hsa-miR-7159-5p	0.00	hsa-mir-7159	0.00	0	0
hsa-miR-7159-3p	0.00	hsa-mir-7159	0.00	0	0
hsa-miR-7160-3p	0.00	hsa-mir-7160	0.00	0	0
hsa-miR-7160-5p	0.00	hsa-mir-7160	0.00	0	0
hsa-miR-7161-5p	0.00	hsa-mir-7161	0.00	0	0
hsa-miR-7161-3p	0.00	hsa-mir-7161	0.00	0	0
hsa-miR-7162-5p	0.00	hsa-mir-7162	0.00	0	0
hsa-miR-7162-3p	0.00	hsa-mir-7162	0.00	0	0
hsa-miR-718	0.00	hsa-mir-718	0.00	0	0
hsa-miR-744-3p	0.00	hsa-mir-744	0.00	0	0
hsa-miR-744-5p	0.00	hsa-mir-744	0.00	0	0
hsa-miR-7515	0.00	hsa-mir-7515	0.00	0	0
hsa-miR-758-5p	0.00	hsa-mir-758	0.00	0	0
hsa-miR-758-3p	0.00	hsa-mir-758	0.00	0	0
hsa-miR-759	0.00	hsa-mir-759	0.00	0	0
hsa-miR-760	1.00	hsa-mir-760	1.00	1.00	32.63
hsa-miR-761	0.00	hsa-mir-761	0.00	0	0
hsa-miR-762	0.00	hsa-mir-762	0.00	0	0
hsa-miR-764	0.00	hsa-mir-764	0.00	0	0
hsa-miR-765	0.00	hsa-mir-765	0.00	0	0
hsa-miR-766-3p	0.00	hsa-mir-766	0.00	0	0
hsa-miR-766-5p	0.00	hsa-mir-766	0.00	0	0
hsa-miR-767-3p	0.00	hsa-mir-767	0.00	0	0
hsa-miR-767-5p	0.00	hsa-mir-767	0.00	0	0
hsa-miR-769-5p	1.00	hsa-mir-769	1.00	1.00	32.63
hsa-miR-769-3p	1.00	hsa-mir-769	1.00	1.00	32.63
hsa-miR-770-5p	0.00	hsa-mir-770	0.00	0	0
hsa-miR-7702	0.00	hsa-mir-7702	0.00	0	0
hsa-miR-7703	0.00	hsa-mir-7703	0.00	0	0
hsa-miR-7704	0.00	hsa-mir-7704	0.00	0	0
hsa-miR-7705	0.00	hsa-mir-7705	0.00	0	0
hsa-miR-7706	1.00	hsa-mir-7706	1.00	1.00	32.63
hsa-miR-7843-5p	0.00	hsa-mir-7843	0.00	0	0
hsa-miR-7843-3p	0.00	hsa-mir-7843	0.00	0	0
hsa-miR-7844-5p	0.00	hsa-mir-7844	0.00	0	0
hsa-miR-7845-5p	0.00	hsa-mir-7845	0.00	0	0
hsa-miR-7846-3p	0.00	hsa-mir-7846	0.00	0	0
hsa-miR-7847-3p	0.00	hsa-mir-7847	0.00	0	0
hsa-miR-7848-3p	0.00	hsa-mir-7848	0.00	0	0
hsa-miR-7849-3p	0.00	hsa-mir-7849	0.00	0	0
hsa-miR-7850-5p	0.00	hsa-mir-7850	0.00	0	0
hsa-miR-7851-3p	0.00	hsa-mir-7851	0.00	0	0
hsa-miR-7852-3p	0.00	hsa-mir-7852	0.00	0	0
hsa-miR-7853-5p	0.00	hsa-mir-7853	0.00	0	0
hsa-miR-7854-3p	0.00	hsa-mir-7854	0.00	0	0
hsa-miR-7855-5p	0.00	hsa-mir-7855	0.00	0	0
hsa-miR-7856-5p	0.00	hsa-mir-7856	0.00	0	0
hsa-miR-7973	0.00	hsa-mir-7973-1	0.00	0	0
hsa-miR-7973	0.00	hsa-mir-7973-2	0.00	0	0
hsa-miR-7974	0.00	hsa-mir-7974	0.00	0	0
hsa-miR-7975	0.00	hsa-mir-7975	0.00	0	0
hsa-miR-7976	0.00	hsa-mir-7976	0.00	0	0
hsa-miR-7977	0.00	hsa-mir-7977	0.00	0	0
hsa-miR-7978	0.00	hsa-mir-7978	0.00	0	0
hsa-miR-802	0.00	hsa-mir-802	0.00	0	0
hsa-miR-8052	0.00	hsa-mir-8052	0.00	0	0
hsa-miR-8053	0.00	hsa-mir-8053	0.00	0	0
hsa-miR-8054	0.00	hsa-mir-8054	0.00	0	0
hsa-miR-8055	0.00	hsa-mir-8055	0.00	0	0
hsa-miR-8056	0.00	hsa-mir-8056	0.00	0	0
hsa-miR-8057	0.00	hsa-mir-8057	0.00	0	0
hsa-miR-8058	0.00	hsa-mir-8058	0.00	0	0
hsa-miR-8059	0.00	hsa-mir-8059	0.00	0	0
hsa-miR-8060	0.00	hsa-mir-8060	0.00	0	0
hsa-miR-8061	0.00	hsa-mir-8061	0.00	0	0
hsa-miR-8062	0.00	hsa-mir-8062	0.00	0	0
hsa-miR-8063	0.00	hsa-mir-8063	0.00	0	0
hsa-miR-8064	0.00	hsa-mir-8064	0.00	0	0
hsa-miR-8065	0.00	hsa-mir-8065	0.00	0	0
hsa-miR-8066	0.00	hsa-mir-8066	0.00	0	0
hsa-miR-8067	0.00	hsa-mir-8067	0.00	0	0
hsa-miR-8068	0.00	hsa-mir-8068	0.00	0	0
hsa-miR-8069	0.00	hsa-mir-8069-1	0.00	0	0
hsa-miR-8069	0.00	hsa-mir-8069-2	0.00	0	0
hsa-miR-8070	0.00	hsa-mir-8070	0.00	0	0
hsa-miR-8071	0.00	hsa-mir-8071-1	0.00	0	0
hsa-miR-8071	0.00	hsa-mir-8071-2	0.00	0	0
hsa-miR-8072	0.00	hsa-mir-8072	0.00	0	0
hsa-miR-8073	0.00	hsa-mir-8073	0.00	0	0
hsa-miR-8074	0.00	hsa-mir-8074	0.00	0	0
hsa-miR-8075	0.00	hsa-mir-8075	0.00	0	0
hsa-miR-8076	0.00	hsa-mir-8076	0.00	0	0
hsa-miR-8077	0.00	hsa-mir-8077	0.00	0	0
hsa-miR-8078	0.00	hsa-mir-8078	0.00	0	0
hsa-miR-8079	0.00	hsa-mir-8079	0.00	0	0
hsa-miR-8080	0.00	hsa-mir-8080	0.00	0	0
hsa-miR-8081	0.00	hsa-mir-8081	0.00	0	0
hsa-miR-8082	0.00	hsa-mir-8082	0.00	0	0
hsa-miR-8083	0.00	hsa-mir-8083	0.00	0	0
hsa-miR-8084	0.00	hsa-mir-8084	0.00	0	0
hsa-miR-8085	0.00	hsa-mir-8085	0.00	0	0
hsa-miR-8086	0.00	hsa-mir-8086	0.00	0	0
hsa-miR-8087	0.00	hsa-mir-8087	0.00	0	0
hsa-miR-8088	0.00	hsa-mir-8088	0.00	0	0
hsa-miR-8089	0.00	hsa-mir-8089	0.00	0	0
hsa-miR-8485	0.00	hsa-mir-8485	0.00	0	0
hsa-miR-873-5p	0.00	hsa-mir-873	0.00	0	0
hsa-miR-873-3p	0.00	hsa-mir-873	0.00	0	0
hsa-miR-874-3p	0.00	hsa-mir-874	0.00	0	0
hsa-miR-874-5p	0.00	hsa-mir-874	0.00	0	0
hsa-miR-875-3p	0.00	hsa-mir-875	0.00	0	0
hsa-miR-875-5p	0.00	hsa-mir-875	0.00	0	0
hsa-miR-876-3p	0.00	hsa-mir-876	0.00	0	0
hsa-miR-876-5p	0.00	hsa-mir-876	0.00	0	0
hsa-miR-877-5p	0.00	hsa-mir-877	0.00	0	0
hsa-miR-877-3p	0.00	hsa-mir-877	0.00	0	0
hsa-miR-885-5p	0.00	hsa-mir-885	0.00	0	0
hsa-miR-885-3p	0.00	hsa-mir-885	0.00	0	0
hsa-miR-887-3p	0.00	hsa-mir-887	0.00	0	0
hsa-miR-887-5p	0.00	hsa-mir-887	0.00	0	0
hsa-miR-888-5p	0.00	hsa-mir-888	0.00	0	0
hsa-miR-888-3p	0.00	hsa-mir-888	0.00	0	0
hsa-miR-889-5p	0.00	hsa-mir-889	0.00	0	0
hsa-miR-889-3p	0.00	hsa-mir-889	0.00	0	0
hsa-miR-890	0.00	hsa-mir-890	0.00	0	0
hsa-miR-891a-5p	0.00	hsa-mir-891a	0.00	0	0
hsa-miR-891a-3p	0.00	hsa-mir-891a	0.00	0	0
hsa-miR-891b	0.00	hsa-mir-891b	0.00	0	0
hsa-miR-892a	0.00	hsa-mir-892a	0.00	0	0
hsa-miR-892b	0.00	hsa-mir-892b	0.00	0	0
hsa-miR-892c-5p	0.00	hsa-mir-892c	0.00	0	0
hsa-miR-892c-3p	0.00	hsa-mir-892c	0.00	0	0
hsa-miR-9-3p	1.00	hsa-mir-9-1	1.00	1.00	32.63
hsa-miR-9-5p	6.00	hsa-mir-9-1	6.00	6.00	195.80
hsa-miR-9-3p	1.00	hsa-mir-9-2	1.00	1.00	32.63
hsa-miR-9-5p	6.00	hsa-mir-9-2	6.00	6.00	195.80
hsa-miR-9-3p	1.00	hsa-mir-9-3	1.00	1.00	32.63
